tokenID,name,description,file_name,external_url,attributes[Type],attributes[Gender],attributes[Age],attributes[HairStyle],attributes[FacialFeature],attributes[Eyes],attributes[Expression],attributes[Accessory],attributes[Rarity]
1771,Loxley #1771,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1771.png,,portrait dog,masculine,adult,man-bun,clean-shaven,tired eyes,serious,nothing on head,Rare
1772,Loxley #1772,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1772.png,,human rogue,feminine,elder,dreadlocks,war paint,glowing eyes,smiling,nothing on head,Common
1773,Loxley #1773,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1773.png,,alien,feminine,adult,cornrows,clean-shaven,closed eyes,surprised,beanie,Rare
1774,Loxley #1774,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1774.png,,human phantom,feminine,adult,dreadlocks,freckles,glowing cyber eye,grinning,laurel wreath,Common
1775,Loxley #1775,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1775.png,,human oracle,feminine,young,pigtails,cybernetic jaw,big round eyes,calm,helmet,Common
1776,Loxley #1776,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1776.png,,human hacker,feminine,young,messy hair,soul patch,closed eyes,scowling,laurel wreath,Common
1777,Loxley #1777,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1777.png,,human phantom,androgynous,elder,cornrows,goatee,big round eyes,calm,nothing on head,Common
1778,Loxley #1778,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1778.png,,human hacker,feminine,adult,bangs,full beard,square glasses,smirking,flower behind ear,Common
1779,Loxley #1779,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1779.png,,human scout,feminine,adult,shaved sides,wrinkles,big round eyes,smiling,crown,Common
1780,Loxley #1780,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1780.png,,human oracle,feminine,elder,bald,soul patch,sharp piercing eyes,neutral,glowing halo,Common
1781,Loxley #1781,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1781.png,,human rogue,masculine,adult,top-knot,cybernetic jaw,eyepatch,scowling,antenna,Common
1782,Loxley #1782,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1782.png,,secret agent,androgynous,elder,messy hair,scarred cheek,tired eyes,frowning,flower behind ear,Rare
1783,Loxley #1783,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1783.png,,human rogue,feminine,young,shaved sides,beauty mark,glowing eyes,scowling,beanie,Common
1784,Loxley #1784,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1784.png,,secret agent,feminine,young,wavy hair,stubble,round glasses,calm,headband,Rare
1785,Loxley #1785,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1785.png,,alien,feminine,elder,hooded head,cheek markings,glowing eyes,grinning,headband,Rare
1786,Loxley #1786,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1786.png,,human scout,feminine,adult,messy hair,stubble,sharp piercing eyes,frowning,small horns,Common
1787,Loxley #1787,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1787.png,,human ranger,masculine,elder,buzzcut,wrinkles,winking,smiling,face mask,Common
1788,Loxley #1788,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1788.png,,portrait dog,masculine,adult,top-knot,war paint,narrow eyes,grinning,headband,Rare
1789,Loxley #1789,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1789.png,,portrait dog,masculine,young,man-bun,stubble,glowing eyes,grinning,scarf,Rare
1790,Loxley #1790,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1790.png,,human hacker,masculine,young,bangs,cheek markings,eyepatch,neutral,cigarette,Common
1791,Loxley #1791,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1791.png,,human ranger,feminine,adult,shaved sides,sideburns,wide eyes,surprised,headphones,Common
1792,Loxley #1792,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1792.png,,human scout,masculine,adult,short hair,freckles,winking,scowling,bandana,Common
1793,Loxley #1793,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1793.png,,human hacker,androgynous,elder,buzzcut,nose ring,big round eyes,serious,cigarette,Common
1794,Loxley #1794,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1794.png,,human phantom,feminine,adult,bowl cut,war paint,closed eyes,serious,small horns,Common
1795,Loxley #1795,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1795.png,,human ranger,androgynous,elder,long hair,full beard,normal eyes,calm,flower behind ear,Common
1796,Loxley #1796,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1796.png,,human phantom,feminine,adult,cornrows,nose ring,sharp piercing eyes,calm,small horns,Common
1797,Loxley #1797,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1797.png,,human ranger,androgynous,adult,short hair,cybernetic jaw,narrow eyes,scowling,flower behind ear,Common
1798,Loxley #1798,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1798.png,,human hacker,feminine,adult,afro hair,chin strap beard,big round eyes,grinning,hood up,Common
1799,Loxley #1799,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1799.png,,human ranger,masculine,young,undercut,war paint,glowing eyes,surprised,headphones,Common
1800,Loxley #1800,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1800.png,,human rogue,feminine,adult,man-bun,face tattoo,normal eyes,grinning,cigarette,Common
1801,Loxley #1801,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1801.png,,portrait cat,androgynous,elder,man-bun,sideburns,big round eyes,smirking,high collar,Rare
1802,Loxley #1802,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1802.png,,human oracle,androgynous,adult,shaved sides,wrinkles,winking,neutral,laurel wreath,Common
1803,Loxley #1803,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1803.png,,portrait dog,feminine,elder,cornrows,face tattoo,narrow eyes,smirking,cap,Rare
1804,Loxley #1804,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1804.png,,human ranger,feminine,adult,short hair,chin strap beard,winking,grinning,headband,Common
1805,Loxley #1805,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1805.png,,human rogue,masculine,adult,ponytail,chin strap beard,wide eyes,smirking,cap,Common
1806,Loxley #1806,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1806.png,,portrait dog,feminine,adult,pigtails,mustache,winking,surprised,small horns,Rare
1807,Loxley #1807,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1807.png,,secret agent,feminine,adult,buzzcut,beauty mark,heterochromia,calm,headband,Rare
1808,Loxley #1808,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1808.png,,human phantom,feminine,adult,wavy hair,scarred cheek,square glasses,neutral,scarf,Common
1809,Loxley #1809,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1809.png,,human oracle,masculine,adult,dreadlocks,cheek markings,winking,scowling,cigarette,Common
1810,Loxley #1810,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1810.png,,human rogue,androgynous,young,receding hairline,cybernetic jaw,glowing eyes,neutral,hood up,Common
1811,Loxley #1811,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1811.png,,human rogue,feminine,adult,curly hair,soul patch,glowing cyber eye,calm,face mask,Common
1812,Loxley #1812,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1812.png,,human rogue,masculine,elder,slicked-back hair,cybernetic jaw,big round eyes,calm,glowing halo,Common
1813,Loxley #1813,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1813.png,,human oracle,androgynous,adult,bald,dimples,eyepatch,scowling,earring,Common
1814,Loxley #1814,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1814.png,,portrait dog,androgynous,adult,dreadlocks,nose ring,sharp piercing eyes,frowning,headband,Rare
1815,Loxley #1815,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1815.png,,human rogue,androgynous,adult,curly hair,eye scar,cyber visor,smirking,flower behind ear,Common
1816,Loxley #1816,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1816.png,,portrait dog,masculine,elder,long hair,chin strap beard,narrow eyes,surprised,headband,Rare
1817,Loxley #1817,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1817.png,,human oracle,feminine,young,buzzcut,war paint,narrow eyes,calm,flower behind ear,Common
1818,Loxley #1818,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1818.png,,human scout,feminine,elder,bowl cut,full beard,square glasses,smirking,beanie,Common
1819,Loxley #1819,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1819.png,,human ranger,feminine,adult,bowl cut,dimples,cyber visor,frowning,high collar,Common
1820,Loxley #1820,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1820.png,,human scout,masculine,elder,curly hair,face tattoo,eyepatch,serious,antenna,Common
1821,Loxley #1821,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,1821.png,,human phantom,feminine,young,mohawk,beauty mark,big round eyes,surprised,bandana,Common
